,Player,Role,Price,Team,Year,Origin,Retained,C/U/A
691,Suyash Prabhudessai,Batter,0.3,RCB,2024,Indian,Yes,Uncapped
692,Vyshak Vijay Kumar,Bowler,0.2,RCB,2024,Indian,Yes,Uncapped
693,Akash Deep,Bowler,0.2,RCB,2024,Indian,Yes,Uncapped
694,Manoj Bhandage,All-Rounder,0.2,RCB,2024,Indian,Yes,Uncapped
695,Rajat Patidar,Batter,0.2,RCB,2024,Indian,Yes,Uncapped
696,Himanshu Sharma,Bowler,0.2,RCB,2024,Indian,Yes,Uncapped
697,Swapnil Singh,All-Rounder,0.2,RCB,2024,Indian,No,Uncapped
698,Pat Cummins,All-Rounder,20.5,SRH,2024,Overseas,No,Capped
699,Washington Sundar,All-Rounder,8.75,SRH,2024,Indian,Yes,Capped
700,Rahul Tripathi,Batter,8.5,SRH,2024,Indian,Yes,Capped
701,Mayank Agarwal,Batter,8.25,SRH,2024,Indian,Yes,Capped
702,Travis Head,Batter,6.8,SRH,2024,Overseas,No,Capped
703,Abhishek Sharma,All-Rounder,6.5,SRH,2024,Indian,Yes,Capped
704,Heinrich Klaasen,Wicket-Keeper,5.25,SRH,2024,Overseas,Yes,Capped
705,Marco Jansen,All-Rounder,4.2,SRH,2024,Overseas,Yes,Capped
706,Bhuvneshwar Kumar,Bowler,4.2,SRH,2024,Indian,Yes,Capped
707,Abdul Samad,Batter,4.0,SRH,2024,Indian,Yes,Uncapped
708,Umran Malik,Bowler,4.0,SRH,2024,Indian,Yes,Capped
709,T Natarajan,Bowler,4.0,SRH,2024,Indian,Yes,Capped
710,Aiden Markram,All-Rounder,2.6,SRH,2024,Overseas,Yes,Capped
711,Shahbaz Ahmed,All-Rounder,2.4,SRH,2024,Indian,No,Capped
712,Jaydev Unadkat,Bowler,1.6,SRH,2024,Indian,No,Capped
713,Wanindu Hasaranga,All-Rounder,1.5,SRH,2024,Overseas,No,Capped
714,Glenn Phillips,All-Rounder,1.5,SRH,2024,Overseas,Yes,Capped
715,Mayank Markande,Bowler,0.5,SRH,2024,Indian,Yes,Capped
716,Fazalhaq Farooqi,Bowler,0.5,SRH,2024,Overseas,Yes,Capped
717,Upendra Yadav,Wicket-Keeper,0.25,SRH,2024,Indian,Yes,Uncapped
718,Jhatavedh Subramanyan,Bowler,0.2,SRH,2024,Indian,No,Uncapped
719,Akash Singh,Bowler,0.2,SRH,2024,Indian,No,Uncapped
720,Nitish Kumar Reddy,Batter,0.2,SRH,2024,Indian,Yes,Uncapped
721,Sanvir Singh,All-Rounder,0.2,SRH,2024,Indian,Yes,Uncapped
722,Anmolpreet Singh,Batter,0.2,SRH,2024,Indian,Yes,Uncapped
723,Ravindra Jadeja,All-Rounder,18.0,CSK,2025,Indian,Yes,Capped
724,Ruturaj Gaikwad,Batter,18.0,CSK,2025,Indian,Yes,Capped
725,Matheesha Pathirana,Bowler,13.0,CSK,2025,Overseas,Yes,Capped
726,Shivam Dube,All-Rounder,12.0,CSK,2025,Indian,Yes,Capped
727,Noor Ahmad,Bowler,10.0,CSK,2025,Overseas,No,Capped
728,Ravichandran Ashwin,All-Rounder,9.75,CSK,2025,Indian,No,Capped
729,Devon Conway,Batter,6.25,CSK,2025,Overseas,No,Capped
730,Khaleel Ahmed,Bowler,4.8,CSK,2025,Indian,No,Capped
731,MS Dhoni,Wicket-Keeper,4.0,CSK,2025,Indian,Yes,Uncapped
732,Rachin Ravindra,All-Rounder,4.0,CSK,2025,Overseas,No,Capped
733,Rahul Tripathi,Batter,3.4,CSK,2025,Indian,No,Capped
734,Anshul Kamboj,All-Rounder,3.4,CSK,2025,Indian,No,Uncapped
735,Sam Curran,All-Rounder,2.4,CSK,2025,Overseas,No,Capped
736,Gurjapneet Singh,Bowler,2.2,CSK,2025,Indian,No,Uncapped
737,Nathan Ellis,Bowler,2.0,CSK,2025,Overseas,No,Capped
738,Deepak Hooda,All-Rounder,1.7,CSK,2025,Indian,No,Capped
739,Jamie Overton,All-Rounder,1.5,CSK,2025,Overseas,No,Capped
740,Vijay Shankar,All-Rounder,1.2,CSK,2025,Indian,No,Uncapped
741,Vansh Bedi,Wicket-Keeper,0.55,CSK,2025,Indian,No,Uncapped
742,Mukesh Choudhary,Bowler,0.3,CSK,2025,Indian,No,Uncapped
743,Shaik Rasheed,Batter,0.3,CSK,2025,Indian,No,Uncapped
744,Andre Siddharth,Batter,0.3,CSK,2025,Indian,No,Uncapped
745,Ramakrishna Ghosh,All-Rounder,0.3,CSK,2025,Indian,No,Uncapped
746,Kamlesh Nagarkoti,All-Rounder,0.3,CSK,2025,Indian,No,Uncapped
747,Shreyas Gopal,Bowler,0.3,CSK,2025,Indian,No,Uncapped
748,Axar Patel,All-Rounder,16.5,DC,2025,Indian,Yes,Capped
749,KL Rahul,Wicket-Keeper,14.0,DC,2025,Indian,No,Capped
750,Kuldeep Yadav,Bowler,13.25,DC,2025,Indian,Yes,Capped
751,Mitchell Starc,Bowler,11.75,DC,2025,Overseas,No,Capped
752,T Natarajan,Bowler,10.75,DC,2025,Indian,No,Capped
753,Tristan Stubbs,Wicket-Keeper,10.0,DC,2025,Overseas,Yes,Capped
754,Jake Fraser-McGurk,Batter,9.0,DC,2025,Overseas,No,Capped
755,Mukesh Kumar,Bowler,8.0,DC,2025,Indian,No,Capped
756,Harry Brook,Batter,6.25,DC,2025,Overseas,No,Capped
757,Abishek Porel,Wicket-Keeper,4.0,DC,2025,Indian,Yes,Uncapped
758,Ashutosh Sharma,All-Rounder,3.8,DC,2025,Indian,No,Uncapped
759,Mohit Sharma,Bowler,2.2,DC,2025,Indian,No,Uncapped
760,Faf du Plessis,Batter,2.0,DC,2025,Overseas,No,Capped
761,Sameer Rizvi,All-Rounder,0.95,DC,2025,Indian,No,Uncapped
762,Dushmantha Chameera,Bowler,0.75,DC,2025,Overseas,No,Capped
763,Donovan Ferreira,Wicket-Keeper,0.75,DC,2025,Overseas,No,Capped
764,Vipraj Nigam,All-Rounder,0.5,DC,2025,Indian,No,Uncapped
765,Karun Nair,Batter,0.5,DC,2025,Indian,No,Uncapped
766,Madhav Tiwari,All-Rounder,0.4,DC,2025,Indian,No,Uncapped
767,Ajay Mandal,All-Rounder,0.3,DC,2025,Indian,No,Uncapped
768,Tripurana Vijay,All-Rounder,0.3,DC,2025,Indian,No,Uncapped
769,Manvanth Kumar L,All-Rounder,0.3,DC,2025,Indian,No,Uncapped
770,Darshan Nalkande,All-Rounder,0.3,DC,2025,Indian,No,Uncapped
771,Jasprit Bumrah,Bowler,18.0,MI,2025,Indian,Yes,Capped
772,Hardik Pandya,All-Rounder,16.35,MI,2025,Indian,Yes,Capped
773,Suryakumar Yadav,Batter,16.35,MI,2025,Indian,Yes,Capped
774,Rohit Sharma,Batter,16.3,MI,2025,Indian,Yes,Capped
775,Trent Boult,Bowler,12.5,MI,2025,Overseas,No,Capped
776,Deepak Chahar,Bowler,9.25,MI,2025,Indian,No,Capped
777,Tilak Varma,Batter,8.0,MI,2025,Indian,Yes,Capped
778,Naman Dhir,All-Rounder,5.25,MI,2025,Indian,No,Uncapped
779,Will Jacks,All-Rounder,5.25,MI,2025,Overseas,No,Capped
780,AM Ghazanfar,Bowler,4.8,MI,2025,Overseas,No,Capped
781,Mitchell Santner,All-Rounder,2.0,MI,2025,Overseas,No,Capped
782,Ryan Rickelton,Wicket-Keeper,1.0,MI,2025,Overseas,No,Capped
783,Lizaad Williams,Bowler,0.75,MI,2025,Overseas,No,Capped
784,Reece Topley,Bowler,0.75,MI,2025,Overseas,No,Capped
785,Robin Minz,Wicket-Keeper,0.65,MI,2025,Indian,No,Uncapped
786,Karn Sharma,Bowler,0.5,MI,2025,Indian,No,Uncapped
787,Krishnan Shrijith,Wicket-Keeper,0.3,MI,2025,Indian,No,Uncapped
788,Raj Bawa,All-Rounder,0.3,MI,2025,Indian,No,Uncapped
789,Ashwani Kumar,Bowler,0.3,MI,2025,Indian,No,Uncapped
790,Vignesh Puthur,All-Rounder,0.3,MI,2025,Indian,No,Uncapped
791,Satyanarayana Raju,Bowler,0.3,MI,2025,Indian,No,Uncapped
792,Bevon Jacobs,Batter,0.3,MI,2025,Overseas,No,Uncapped
793,Arjun Tendulkar,Bowler,0.3,MI,2025,Indian,No,Uncapped
794,Rishabh Pant,Batter,27.0,LSG,2025,Indian,No,Capped
795,Nicholas Pooran,Wicket-Keeper,21.0,LSG,2025,Overseas,Yes,Capped
796,Ravi Bishnoi,Bowler,11.0,LSG,2025,Indian,Yes,Capped
797,Mayank Yadav,Bowler,11.0,LSG,2025,Indian,Yes,Capped
798,Avesh Khan,Bowler,9.75,LSG,2025,Indian,No,Capped
799,Akash Deep,Bowler,8.0,LSG,2025,Indian,No,Capped
800,David Miller,Batter,7.5,LSG,2025,Overseas,No,Capped
801,Abdul Samad,All-Rounder,4.2,LSG,2025,Indian,No,Uncapped
802,Mohsin Khan,Bowler,4.0,LSG,2025,Indian,Yes,Uncapped
803,Ayush Badoni,Batter,4.0,LSG,2025,Indian,Yes,Uncapped
804,Mitchell Marsh,All-Rounder,3.4,LSG,2025,Overseas,No,Capped
805,Shahbaz Ahmed,All-Rounder,2.4,LSG,2025,Indian,No,Capped
806,Aiden Markram,Batter,2.0,LSG,2025,Overseas,No,Capped
807,Shamar Joseph,Bowler,0.75,LSG,2025,Overseas,No,Capped
808,Matthew Breetzke,Batter,0.75,LSG,2025,Overseas,No,Capped
809,M. Siddharth,Bowler,0.75,LSG,2025,Indian,No,Uncapped
810,Rajvardhan Hangargekar,All-Rounder,0.3,LSG,2025,Indian,No,Uncapped
811,Akash Singh,Bowler,0.3,LSG,2025,Indian,No,Uncapped
812,Yuvraj Chaudhary,All-Rounder,0.3,LSG,2025,Indian,No,Uncapped
813,Prince Yadav,Bowler,0.3,LSG,2025,Indian,No,Uncapped
814,Arshin Kulkarni,All-Rounder,0.3,LSG,2025,Indian,No,Uncapped
815,Digvesh Singh,Bowler,0.3,LSG,2025,Indian,No,Uncapped
816,Aryan Juyal,Wicket-Keeper,0.3,LSG,2025,Indian,No,Uncapped
817,Himmat Singh,Batter,0.3,LSG,2025,Indian,No,Uncapped
818,Rashid Khan,Bowler,18.0,GT,2025,Overseas,Yes,Capped
819,Shubman Gill,Batter,16.5,GT,2025,Indian,Yes,Capped
820,Jos Buttler,Wicket-Keeper,15.75,GT,2025,Overseas,No,Capped
821,Mohammed Siraj,Bowler,12.25,GT,2025,Indian,No,Capped
822,Kagiso Rabada,Bowler,10.75,GT,2025,Overseas,No,Capped
823,Prasidh Krishna,Bowler,9.5,GT,2025,Indian,No,Capped
824,Sai Sudharsan,Batter,8.5,GT,2025,Indian,Yes,Capped
825,Rahul Tewatia,All-Rounder,4.0,GT,2025,Indian,Yes,Uncapped
826,Shahrukh Khan,All-Rounder,4.0,GT,2025,Indian,Yes,Uncapped
827,Washington Sundar,All-Rounder,3.2,GT,2025,Indian,No,Capped
828,Sherfane Rutherford,Batter,2.6,GT,2025,Overseas,No,Capped
829,Gerald Coetzee,Bowler,2.4,GT,2025,Overseas,No,Capped
830,Sai Kishore,All-Rounder,2.0,GT,2025,Indian,No,Capped
831,Glenn Phillips,Batter,2.0,GT,2025,Overseas,No,Capped
832,Mahipal Lomror,All-Rounder,1.7,GT,2025,Indian,No,Uncapped
833,Arshad Khan,All-Rounder,1.3,GT,2025,Indian,No,Uncapped
834,Gurnoor Brar,Bowler,1.3,GT,2025,Indian,No,Uncapped
835,Karim Janat,All-Rounder,0.75,GT,2025,Overseas,No,Capped
836,Ishant Sharma,Bowler,0.75,GT,2025,Indian,No,Capped
837,Jayant Yadav,All-Rounder,0.75,GT,2025,Indian,No,Capped
838,Kumar Kushagra,Wicket-Keeper,0.65,GT,2025,Indian,No,Uncapped
839,Nishant Sindhu,All-Rounder,0.3,GT,2025,Indian,No,Uncapped
840,Manav Suthar,Bowler,0.3,GT,2025,Indian,No,Uncapped
841,Anuj Rawat,Wicket-Keeper,0.3,GT,2025,Indian,No,Uncapped
842,Kulwant Khejroliya,Bowler,0.3,GT,2025,Indian,No,Uncapped
843,Venkatesh Iyer,All-Rounder,23.75,KKR,2025,Indian,No,Capped
844,Rinku Singh,Batter,13.0,KKR,2025,Indian,Yes,Capped
845,Varun Chakaravarthy,Bowler,12.0,KKR,2025,Indian,Yes,Capped
846,Sunil Narine,All-Rounder,12.0,KKR,2025,Overseas,Yes,Capped
847,Andre Russell,All-Rounder,12.0,KKR,2025,Overseas,Yes,Capped
848,Anrich Nortje,Bowler,6.5,KKR,2025,Overseas,No,Capped
849,Ramandeep Singh,All-Rounder,4.0,KKR,2025,Indian,Yes,Uncapped
850,Harshit Rana,Bowler,4.0,KKR,2025,Indian,Yes,Uncapped
851,Quinton de Kock,Wicket-Keeper,3.6,KKR,2025,Overseas,No,Capped
852,Angkrish Raghuvanshi,Batter,3.0,KKR,2025,Indian,No,Uncapped
853,Spencer Johnson,Bowler,2.8,KKR,2025,Overseas,No,Capped
854,Moeen Ali,All-Rounder,2.0,KKR,2025,Overseas,No,Capped
855,Rahmanullah Gurbaz,Wicket-Keeper,2.0,KKR,2025,Overseas,No,Capped
856,Vaibhav Arora,Bowler,1.8,KKR,2025,Indian,No,Uncapped
857,Rovman Powell,Batter,1.5,KKR,2025,Overseas,No,Capped
858,Ajinkya Rahane,Batter,1.5,KKR,2025,Indian,No,Capped
859,Manish Pandey,Batter,0.75,KKR,2025,Indian,No,Capped
860,Umran Malik,Bowler,0.75,KKR,2025,Indian,No,Capped
861,Anukul Roy,All-Rounder,0.4,KKR,2025,Indian,No,Uncapped
862,Luvnith Sisodia,Wicket-Keeper,0.3,KKR,2025,Indian,No,Uncapped
863,Mayank Markande,Bowler,0.3,KKR,2025,Indian,No,Uncapped
864,Shreyas Iyer,Batter,26.75,PBKS,2025,Indian,No,Capped
865,Yuzvendra Chahal,Bowler,18.0,PBKS,2025,Indian,No,Capped
866,Arshdeep Singh,Bowler,18.0,PBKS,2025,Indian,No,Capped
867,Marcus Stoinis,All-Rounder,11.0,PBKS,2025,Overseas,No,Capped
868,Marco Jansen,All-Rounder,7.0,PBKS,2025,Overseas,No,Capped
869,Shashank Singh,Batter,5.5,PBKS,2025,Indian,Yes,Uncapped
870,Nehal Wadhera,Batter,4.2,PBKS,2025,Indian,No,Uncapped
871,Glenn Maxwell,All-Rounder,4.2,PBKS,2025,Overseas,No,Capped
872,Prabhsimran Singh,Wicket-Keeper,4.0,PBKS,2025,Indian,Yes,Uncapped
873,Priyansh Arya,All-Rounder,3.8,PBKS,2025,Indian,No,Uncapped
874,Josh Inglis,Wicket-Keeper,2.6,PBKS,2025,Overseas,No,Capped
875,Azmatullah Omarzai,All-Rounder,2.4,PBKS,2025,Overseas,No,Capped
876,Lockie Ferguson,Bowler,2.0,PBKS,2025,Overseas,No,Capped
877,Vijaykumar Vyshak,Bowler,1.8,PBKS,2025,Indian,No,Uncapped
878,Yash Thakur,Bowler,1.6,PBKS,2025,Indian,No,Uncapped
879,Harpreet Brar,All-Rounder,1.5,PBKS,2025,Indian,No,Uncapped
880,Aaron Hardie,All-Rounder,1.25,PBKS,2025,Overseas,No,Capped
881,Vishnu Vinod,Wicket-Keeper,0.95,PBKS,2025,Indian,No,Uncapped
882,Xavier Bartlett,Bowler,0.8,PBKS,2025,Overseas,No,Capped
883,Kuldeep Sen,Bowler,0.8,PBKS,2025,Indian,No,Capped
884,Harnoor Singh,Batter,0.3,PBKS,2025,Indian,No,Uncapped
885,Suryansh Shedge,All-Rounder,0.3,PBKS,2025,Indian,No,Uncapped
886,Pyla Avinash,Batter,0.3,PBKS,2025,Indian,No,Uncapped
887,Musheer Khan,All-Rounder,0.3,PBKS,2025,Indian,No,Uncapped
888,Pravin Dubey,All-Rounder,0.3,PBKS,2025,Indian,No,Uncapped
889,Sanju Samson,Wicket-Keeper,18.0,RR,2025,Indian,Yes,Capped
890,Yashasvi Jaiswal,Batter,18.0,RR,2025,Indian,Yes,Capped
891,Riyan Parag,All-Rounder,14.0,RR,2025,Indian,Yes,Capped
892,Dhruv Jurel,Wicket-Keeper,14.0,RR,2025,Indian,Yes,Capped
893,Jofra Archer,Bowler,12.5,RR,2025,Overseas,No,Capped
894,Shimron Hetmyer,Batter,11.0,RR,2025,Overseas,Yes,Capped
895,Tushar Deshpande,Bowler,6.5,RR,2025,Indian,No,Capped
896,Wanindu Hasaranga,Bowler,5.25,RR,2025,Overseas,No,Capped
897,Maheesh Theekshana,Bowler,4.4,RR,2025,Overseas,No,Capped
898,Nitish Rana,All-Rounder,4.2,RR,2025,Indian,No,Capped
899,Sandeep Sharma,Bowler,4.0,RR,2025,Indian,Yes,Uncapped
900,Fazalhaq Farooqi,Bowler,2.0,RR,2025,Overseas,No,Capped
901,Kwena Maphaka,Bowler,1.5,RR,2025,Overseas,No,Capped
902,Akash Madhwal,Bowler,1.2,RR,2025,Indian,No,Uncapped
903,Vaibhav Suryavanshi,Batter,1.1,RR,2025,Indian,No,Uncapped
904,Shubham Dubey,Batter,0.8,RR,2025,Indian,No,Uncapped
905,Yudhvir Charak,All-Rounder,0.35,RR,2025,Indian,No,Uncapped
906,Ashok Sharma,Bowler,0.3,RR,2025,Indian,No,Uncapped
907,Kumar Kartikeya,Bowler,0.3,RR,2025,Indian,No,Uncapped
908,Kunal Singh Rathore,Wicket-Keeper,0.3,RR,2025,Indian,No,Uncapped
909,Virat Kohli,Batter,21.0,RCB,2025,Indian,Yes,Capped
910,Josh Hazlewood,Bowler,12.5,RCB,2025,Overseas,No,Capped
911,Phil Salt,Wicket-Keeper,11.5,RCB,2025,Overseas,No,Capped
912,Jitesh Sharma,Wicket-Keeper,11.0,RCB,2025,Indian,No,Capped
913,Rajat Patidar,Batter,11.0,RCB,2025,Indian,Yes,Capped
914,Bhuvneshwar Kumar,Bowler,10.75,RCB,2025,Indian,No,Capped
915,Liam Livingstone,All-Rounder,8.75,RCB,2025,Overseas,No,Capped
916,Rasikh Dar,Bowler,6.0,RCB,2025,Indian,No,Uncapped
917,Krunal Pandya,All-Rounder,5.75,RCB,2025,Indian,No,Capped
918,Yash Dayal,Bowler,5.0,RCB,2025,Indian,Yes,Uncapped
919,Tim David,All-Rounder,3.0,RCB,2025,Overseas,No,Capped
920,Suyash Sharma,Bowler,2.6,RCB,2025,Indian,No,Uncapped
921,Jacob Bethell,All-Rounder,2.6,RCB,2025,Overseas,No,Capped
922,Devdutt Padikkal,Batter,2.0,RCB,2025,Indian,No,Capped
923,Nuwan Thushara,Bowler,1.6,RCB,2025,Overseas,No,Capped
924,Romario Shepherd,All-Rounder,1.5,RCB,2025,Overseas,No,Capped
925,Lungi Ngidi,Bowler,1.0,RCB,2025,Overseas,No,Capped
926,Swapnil Singh,All-Rounder,0.5,RCB,2025,Indian,No,Uncapped
927,Manoj Bhandage,All-Rounder,0.3,RCB,2025,Indian,No,Uncapped
928,Abhinandan Singh,Bowler,0.3,RCB,2025,Indian,No,Uncapped
929,Mohit Rathee,Bowler,0.3,RCB,2025,Indian,No,Uncapped
930,Swastik Chikara,Batter,0.3,RCB,2025,Indian,No,Uncapped
931,Heinrich Klaasen,Wicket-Keeper,23.0,SRH,2025,Overseas,Yes,Capped
932,Pat Cummins,All-Rounder,18.0,SRH,2025,Overseas,Yes,Capped
933,Travis Head,Batter,14.0,SRH,2025,Overseas,Yes,Capped
934,Abhishek Sharma,All-Rounder,14.0,SRH,2025,Indian,Yes,Capped
935,Ishan Kishan,Wicket-Keeper,11.25,SRH,2025,Indian,No,Capped
936,Mohammed Shami,Bowler,10.0,SRH,2025,Indian,No,Capped
937,Harshal Patel,All-Rounder,8.0,SRH,2025,Indian,No,Capped
938,Nitish Kumar Reddy,Batter,6.0,SRH,2025,Indian,Yes,Uncapped
939,Abhinav Manohar,Batter,3.2,SRH,2025,Indian,No,Uncapped
940,Rahul Chahar,Bowler,3.2,SRH,2025,Indian,No,Capped
941,Adam Zampa,Bowler,2.4,SRH,2025,Overseas,No,Capped
942,Simarjeet Singh,Bowler,1.5,SRH,2025,Indian,No,Uncapped
943,Eshan Malinga,Bowler,1.2,SRH,2025,Overseas,No,Uncapped
944,Brydon Carse,All-Rounder,1.0,SRH,2025,Overseas,No,Capped
945,Jaydev Unadkat,Bowler,1.0,SRH,2025,Indian,No,Capped
946,Kamindu Mendis,All-Rounder,0.75,SRH,2025,Overseas,No,Capped
947,Zeeshan Ansari,Bowler,0.4,SRH,2025,Indian,No,Uncapped
948,Aniket Verma,Batter,0.3,SRH,2025,Indian,No,Uncapped
949,Atharva Taide,Batter,0.3,SRH,2025,Indian,No,Uncapped
950,Sachin Baby,Batter,0.3,SRH,2025,Indian,No,Uncapped
951,Kuldip Yadav,Bowler,0.2,RR,2023,Indian,Yes,Uncapped
