,Player Name,Team,Year,Price,Replacement,Retained,Country,Age,Role,Batting Style,Bowling Style,C/U/A,Base Price
458,Avinash Singh,RCB,2023,0.6,No,No,India,24,Bowler,RHB,Right Arm Fast,Uncapped,0.2
459,Karn Sharma,RCB,2023,0.5,No,Yes,India,35,Bowler,LHB,Right Arm Leg Spin,Capped,
460,Suyash Prabhudessai,RCB,2023,0.3,No,Yes,India,25,All-Rounder,RHB,Right Arm Medium,Uncapped,
461,Sonu Yadav,RCB,2023,0.2,No,No,India,23,All-Rounder,RHB,Right Arm Fast Medium,Uncapped,0.2
462,Manoj Bhandage,RCB,2023,0.2,No,No,India,24,All-Rounder,LHB,Right Arm Fast Medium,Uncapped,0.2
463,Akash Deep,RCB,2023,0.2,No,Yes,India,26,Bowler,RHB,Right Arm Fast Medium,Uncapped,
464,Himanshu Sharma,RCB,2023,0.2,No,No,India,24,Bowler,RHB,Right Arm Leg Spin,Uncapped,0.2
465,Rajat Patidar,RCB,2023,0.2,No,Yes,India,29,Batsman,RHB,-,Uncapped,
466,Harry Brook,SRH,2023,13.25,No,No,England,24,Batsman,RHB,Right Arm Medium,Capped,1.5
467,Washington Sundar,SRH,2023,8.75,No,Yes,India,23,All-Rounder,LHB,Right Arm Off Spin,Capped,
468,Rahul Tripathi,SRH,2023,8.5,No,Yes,India,31,Batsman,RHB,-,Capped,
469,Mayank Agarwal,SRH,2023,8.25,No,No,India,32,Batsman,RHB,Right Arm Off Spin,Capped,1.0
470,Abhishek Sharma,SRH,2023,6.5,No,Yes,India,22,All-Rounder,LHB,Left Arm Slow Orthodox,Uncapped,
471,Heinrich Klaasen,SRH,2023,5.25,No,No,South Africa,31,Wicketkeeper,RHB,-,Capped,1.0
472,Bhuvneshwar Kumar,SRH,2023,4.2,No,Yes,India,32,Bowler,RHB,Right Arm Fast Medium,Capped,
473,Marco Jansen,SRH,2023,4.2,No,Yes,South Africa,22,All-Rounder,RHB,Left Arm Fast,Capped,
474,Abdul Samad,SRH,2023,4.0,No,Yes,India,21,All-Rounder,RHB,Right Arm Leg Spin,Uncapped,
475,Umran Malik,SRH,2023,4.0,No,Yes,India,23,Bowler,RHB,Right Arm Fast,Capped,
476,T Natarajan,SRH,2023,4.0,No,Yes,India,31,Bowler,LHB,Left Arm Fast Medium,Capped,
477,Kartik Tyagi,SRH,2023,4.0,No,Yes,India,22,Bowler,RHB,Right Arm Fast,Uncapped,
478,Aiden Markram,SRH,2023,2.6,No,Yes,South Africa,28,Batsman,RHB,Right Arm Off Spin,Capped,
479,Vivrant Sharma,SRH,2023,2.6,No,No,India,23,All-Rounder,LHB,Right Arm Leg Spin,Uncapped,0.2
480,Adil Rashid,SRH,2023,2.0,No,No,England,35,Bowler,RHB,Right Arm Leg Spin,Capped,2.0
481,Mayank Dagar,SRH,2023,1.8,No,No,India,26,All-Rounder,RHB,Left Arm Slow Orthodox,Uncapped,0.2
482,Glenn Phillips,SRH,2023,1.5,No,Yes,New Zealand,26,Wicketkeeper,RHB,-,Capped,
483,Akeal Hosein,SRH,2023,1.0,No,No,West Indies,29,Bowler,LHB,Left Arm Slow Orthodox,Capped,1.0
484,Mayank Markande,SRH,2023,0.5,No,No,India,25,Bowler,RHB,Right Arm Leg Spin,Capped,0.5
485,Fazalhaq Farooqi,SRH,2023,0.5,No,Yes,Afghanistan,22,Bowler,RHB,Left Arm Fast Medium,Capped,
486,Upendra Yadav,SRH,2023,0.25,No,No,India,26,Wicketkeeper,RHB,-,Uncapped,0.2
487,Sanvir Singh,SRH,2023,0.2,No,No,India,26,All-Rounder,RHB,Right Arm Fast,Uncapped,0.2
488,Samarth Vyas,SRH,2023,0.2,No,No,India,27,All-Rounder,RHB,Right Arm Leg Spin,Uncapped,0.2
489,Nitish Kumar Reddy,SRH,2023,0.2,No,No,India,19,Wicketkeeper,RHB,Right Arm Fast Medium,Uncapped,0.2
490,Anmolpreet Singh,SRH,2023,0.2,No,No,India,25,Batsman,RHB,Right Arm Off Spin,Uncapped,0.2
491,Abishek Porel,DC,2023,0.2,Yes,No,India,20,Wicketkeeper,LHB,-,Uncapped,0.2
492,Sandeep Sharma,RR,2023,0.5,Yes,No,India,29,Bowler,RHB,Right Arm Fast Medium,Capped,0.5
493,Sisanda Magala,CSK,2023,0.5,Yes,No,South Africa,32,All-Rounder,RHB,Right Arm Fast,Capped,0.5
494,Sandeep Warrier,MI,2023,0.5,Yes,No,India,32,All-Rounder,RHB,Right Arm Fast,Capped,0.5
495,Riley Meredith,MI,2023,1.5,Yes,No,Australia,26,Bowler,RHB,Right Arm Fast,Capped,1.5
496,Michael Bracewell,RCB,2023,1.0,Yes,No,New Zealand,32,All-Rounder,LHB,Right Arm Off Spin,Capped,1.0
497,Matthew Short,PBKS,2023,0.2,Yes,No,Australia,27,All-Rounder,RHB,Right Arm Off Spin,Uncapped,0.2
498,Akash Singh,CSK,2023,0.2,Yes,No,India,20,Bowler,RHB,Left Arm Fast,Uncapped,0.2
499,Dasun Shanaka,GT,2023,0.5,Yes,No,Sri Lanka,31,All-Rounder,RHB,Right Arm Medium,Capped,0.5
500,Aarya Desai,KKR,2023,0.2,Yes,No,India,19,Batsman,LHB,-,Uncapped,0.2
501,Vijaykumar Vyshak,RCB,2023,0.2,Yes,No,India,26,Bowler,RHB,Right Arm Fast,Uncapped,0.2
502,Jason Roy,KKR,2023,2.8,Yes,No,England,32,Batsman,RHB,-,Capped,1.5
503,Gurnoor Brar,PBKS,2023,0.2,Yes,No,India,22,Bowler,LHB,Right Arm Fast,Uncapped,0.2
504,Wayne Parnell,RCB,2023,0.75,Yes,No,South Africa,33,All-Rounder,LHB,Left Arm Fast,Capped,0.75
505,Arpit Guleria,LSG,2023,0.2,Yes,No,India,25,Bowler,RHB,Right Arm Fast Medium,Uncapped,0.2
506,Priyam Garg,DC,2023,0.2,Yes,No,India,22,All-Rounder,RHB,Right Arm Off Spin,Uncapped,0.2
507,Johnson Charles,KKR,2023,0.5,Yes,No,West Indies,34,Wicketkeeper,RHB,-,Capped,0.5
508,Kedar Jadhav,RCB,2023,1.0,Yes,No,India,37,All-Rounder,RHB,Right Arm Off Spin,Capped,1.0
509,Suryansh Shedge,LSG,2023,0.2,Yes,No,India,20,All-Rounder,RHB,Right Arm Fast Medium,Uncapped,0.2
510,Karun Nair,LSG,2023,0.5,Yes,No,India,31,Batsman,RHB,Right Arm Off Spin,Capped,0.5
511,Chris Jordan,MI,2023,2.0,Yes,No,England,34,Bowler,RHB,Right Arm Fast Medium,Capped,2.0
512,Ravindra Jadeja,CSK,2024,16.0,No,Yes,India,35,All-Rounder,LHB,Left Arm Slow Orthodox,Capped,
513,Daryl Mitchell,CSK,2024,14.0,No,No,New Zealand,32,All-Rounder,RHB,Right Arm Fast Medium,Capped,1.0
514,Deepak Chahar,CSK,2024,14.0,No,Yes,India,31,Bowler,RHB,Right Arm Fast Medium,Capped,
515,MS Dhoni,CSK,2024,12.0,No,Yes,India,42,Wicketkeeper,RHB,-,Capped,
516,Sameer Rizvi,CSK,2024,8.4,No,No,India,20,Batsman,RHB,Right Arm Leg Spin,Uncapped,0.2
517,Ruturaj Gaikwad,CSK,2024,8.0,No,Yes,India,26,Batsman,RHB,-,Capped,
518,Moeen Ali,CSK,2024,6.0,No,Yes,England,36,All-Rounder,LHB,Right Arm Off Spin,Capped,
519,Shivam Dube,CSK,2024,4.0,No,Yes,India,30,All-Rounder,LHB,Right Arm Medium,Capped,
520,Shardul Thakur,CSK,2024,4.0,No,No,India,32,All-Rounder,RHB,Right Arm Fast Medium,Capped,2.0
521,Mustafizur Rahman,CSK,2024,2.0,No,No,Bangladesh,28,Bowler,LHB,Left Arm Fast Medium,Capped,2.0
522,Mitchell Santner,CSK,2024,1.9,No,Yes,New Zealand,31,All-Rounder,LHB,Left Arm Slow Orthodox,Capped,
523,Rachin Ravindra,CSK,2024,1.8,No,No,New Zealand,24,All-Rounder,LHB,Left Arm Slow Orthodox,Capped,0.5
524,Rajvardhan Hangargekar,CSK,2024,1.5,No,Yes,India,21,All-Rounder,RHB,Right Arm Fast Medium,Uncapped,
525,Prashant Solanki,CSK,2024,1.2,No,Yes,India,23,Bowler,RHB,Right Arm Leg Spin,Uncapped,
526,Devon Conway,CSK,2024,1.0,No,Yes,New Zealand,32,Wicketkeeper,LHB,-,Capped,
527,Maheesh Theekshana,CSK,2024,0.7,No,Yes,Sri Lanka,23,Bowler,RHB,Right Arm Off Spin,Capped,
528,Nishant Sindhu,CSK,2024,0.6,No,Yes,India,19,All-Rounder,LHB,Left Arm Slow Orthodox,Uncapped,
529,Ajinkya Rahane,CSK,2024,0.5,No,Yes,India,35,Batsman,RHB,-,Capped,
530,Matheesha Pathirana,CSK,2024,0.2,No,Yes,Sri Lanka,21,Bowler,RHB,Right Arm Fast,Capped,
531,Shaik Rasheed,CSK,2024,0.2,No,Yes,India,19,Batsman,RHB,-,Uncapped,
532,Ajay Mandal,CSK,2024,0.2,No,Yes,India,27,All-Rounder,LHB,Left Arm Slow Orthodox,Uncapped,
533,Simarjeet Singh,CSK,2024,0.2,No,Yes,India,25,Bowler,RHB,Right Arm Fast Medium,Uncapped,
534,Mukesh Choudhary,CSK,2024,0.2,No,Yes,India,27,Bowler,LHB,Left Arm Fast Medium,Uncapped,
535,Tushar Deshpande,CSK,2024,0.2,No,Yes,India,28,Bowler,LHB,Right Arm Medium,Uncapped,
536,Aravelly Rao,CSK,2024,0.2,No,No,India,18,Wicketkeeper,LHB,-,Uncapped,0.2
537,Rishabh Pant,DC,2024,16.0,No,Yes,India,26,Wicketkeeper,LHB,-,Capped,
538,Axar Patel,DC,2024,12.0,No,Yes,India,29,All-Rounder,LHB,Left Arm Slow Orthodox,Capped,
539,Prithvi Shaw,DC,2024,8.0,No,Yes,India,24,Batsman,RHB,-,Capped,
540,Kumar Kushagra,DC,2024,7.2,No,No,India,19,Wicketkeeper,RHB,-,Uncapped,0.2
541,Mitchell Marsh,DC,2024,6.5,No,Yes,Australia,32,All-Rounder,RHB,Right Arm Fast Medium,Capped,
542,Anrich Nortje,DC,2024,6.5,No,Yes,South Africa,30,Bowler,RHB,Right Arm Fast,Capped,
543,David Warner,DC,2024,6.25,No,Yes,Australia,37,Batsman,LHB,-,Capped,
544,Mukesh Kumar,DC,2024,5.5,No,Yes,India,30,Bowler,RHB,Right Arm Fast Medium,Capped,
545,Khaleel Ahmed,DC,2024,5.25,No,Yes,India,26,Bowler,RHB,Left Arm Fast Medium,Capped,
546,Jhye Richardson,DC,2024,5.0,No,No,Australia,27,Bowler,RHB,Right Arm Fast,Capped,1.5
547,Harry Brook,DC,2024,4.0,No,No,England,25,Batsman,RHB,-,Capped,2.0
548,Kuldeep Yadav,DC,2024,2.0,No,Yes,India,29,Bowler,LHB,Left Arm Slow Unorthodox,Capped,
549,Sumit Kumar,DC,2024,1.0,No,No,India,28,All-Rounder,RHB,Right Arm Fast,Uncapped,0.2
550,Shai Hope,DC,2024,0.75,No,No,West Indies,30,Wicketkeeper,RHB,-,Capped,0.75
551,Lalit Yadav,DC,2024,0.65,No,Yes,India,28,Bowler,RHB,Right Arm Fast,Uncapped,
552,Ishant Sharma,DC,2024,0.5,No,Yes,India,35,Bowler,RHB,Right Arm Fast Medium,Capped,
553,Lungi Ngidi,DC,2024,0.5,No,Yes,South Africa,27,Bowler,RHB,Right Arm Fast,Capped,
554,Pravin Dubey,DC,2024,0.5,No,Yes,India,30,All-Rounder,RHB,Right Arm Leg Spin,Uncapped,
555,Yash Dhull,DC,2024,0.5,No,Yes,India,21,Batsman,RHB,-,Uncapped,
556,Tristan Stubbs,DC,2024,0.5,No,No,South Africa,23,Wicketkeeper,RHB,Right Arm Off Spin,Capped,0.5
557,Rasikh Dar,DC,2024,0.2,No,No,India,24,Bowler,RHB,Right Arm Fast Medium,Uncapped,0.2
558,Abishek Porel,DC,2024,0.2,No,Yes,India,21,Wicketkeeper,LHB,-,Uncapped,
559,Vicky Ostwal,DC,2024,0.2,No,Yes,India,21,Bowler,LHB,Left Arm Slow Orthodox,Uncapped,
560,Ricky Bhui,DC,2024,0.2,No,No,India,27,Wicketkeeper,RHB,-,Uncapped,0.2
561,Swastik Chikara,DC,2024,0.2,No,No,India,18,Batsman,RHB,-,Uncapped,0.2
562,Rohit Sharma,MI,2024,16.0,No,Yes,India,36,Batsman,RHB,-,Capped,
563,Ishan Kishan,MI,2024,15.25,No,Yes,India,25,Wicketkeeper,LHB,-,Capped,
564,Hardik Pandya,MI,2024,15.0,No,No,India,30,All-Rounder,RHB,Right Arm Fast Medium,Capped,0.0
565,Jasprit Bumrah,MI,2024,12.0,No,Yes,India,30,Bowler,RHB,Right Arm Fast,Capped,
566,Tim David,MI,2024,8.25,No,Yes,Australia,27,All-Rounder,RHB,Right Arm Off Spin,Capped,
567,Suryakumar Yadav,MI,2024,8.0,No,Yes,India,33,Batsman,RHB,-,Capped,
568,Gerald Coetzee,MI,2024,5.0,No,No,South Africa,23,All-Rounder,RHB,Right Arm Fast,Capped,2.0
569,Nuwan Thushara,MI,2024,4.8,No,No,Sri Lanka,29,Bowler,RHB,Right Arm Fast Medium,Capped,0.5
570,Dilshan Madushanka,MI,2024,4.6,No,No,Sri Lanka,23,Bowler,RHB,Left Arm Fast,Capped,0.5
571,Dewald Brevis,MI,2024,3.0,No,Yes,South Africa,20,All-Rounder,RHB,Right Arm Leg Spin,Capped,
572,Tilak Varma,MI,2024,1.7,No,Yes,India,21,All-Rounder,LHB,Right Arm Off Spin,Capped,
573,Mohammad Nabi,MI,2024,1.5,No,No,Afghanistan,39,All-Rounder,RHB,Right Arm Off Spin,Capped,1.5
574,Jason Behrendorff,MI,2024,0.75,No,Yes,Australia,33,Bowler,RHB,Left Arm Fast Medium,Capped,
575,Piyush Chawla,MI,2024,0.5,No,Yes,India,34,Bowler,LHB,Right Arm Leg Spin,Capped,
576,Romario Shepherd,MI,2024,0.5,No,No,West Indies,29,All-Rounder,RHB,Right Arm Fast Medium,Capped,0.0
577,Arjun Tendulkar,MI,2024,0.3,No,Yes,India,24,All-Rounder,LHB,Left Arm Fast Medium,Uncapped,
578,Shams Mulani,MI,2024,0.2,No,Yes,India,26,All-Rounder,LHB,Left Arm Slow Orthodox,Uncapped,
579,Akash Madhwal,MI,2024,0.2,No,Yes,India,30,Bowler,RHB,Right Arm Fast Medium,Uncapped,
580,Kumar Kartikeya,MI,2024,0.2,No,Yes,India,25,Bowler,RHB,Left Arm Slow Orthodox,Uncapped,
581,Vishnu Vinod,MI,2024,0.2,No,Yes,India,30,Wicketkeeper,RHB,-,Uncapped,
582,Shivalik Sharma,MI,2024,0.2,No,No,India,25,All-Rounder,LHB,Right Arm Leg Spin,Uncapped,0.2
583,Naman Dhir,MI,2024,0.2,No,No,India,24,All-Rounder,RHB,Right Arm Off Spin,Uncapped,0.2
584,Nehal Wadhera,MI,2024,0.2,No,Yes,India,23,All-Rounder,LHB,Right Arm Leg Spin,Uncapped,
585,Anshul Kamboj,MI,2024,0.2,No,No,India,23,All-Rounder,RHB,Right Arm Fast Medium,Uncapped,0.2
586,Shreyas Gopal,MI,2024,0.2,No,No,India,30,Bowler,RHB,Right Arm Leg Spin,Uncapped,0.2
587,KL Rahul,LSG,2024,17.0,No,Yes,India,31,Wicketkeeper,RHB,-,Capped,
588,Nicholas Pooran,LSG,2024,16.0,No,Yes,West Indies,28,Wicketkeeper,LHB,-,Capped,
589,Marcus Stoinis,LSG,2024,10.0,No,Yes,Australia,34,All-Rounder,RHB,Right Arm Medium,Capped,
590,Krunal Pandya,LSG,2024,8.25,No,Yes,India,32,All-Rounder,LHB,Left Arm Slow Orthodox,Capped,
591,Devdutt Padikkal,LSG,2024,7.75,No,No,India,23,Batsman,LHB,-,Capped,0.0
592,Mark Wood,LSG,2024,7.5,No,Yes,England,33,Bowler,RHB,Right Arm Fast,Capped,
593,Quinton de Kock,LSG,2024,6.75,No,Yes,South Africa,31,Wicketkeeper,LHB,-,Capped,
594,Shivam Mavi,LSG,2024,6.4,No,No,India,25,Bowler,RHB,Right Arm Fast Medium,Capped,0.5
595,Deepak Hooda,LSG,2024,5.75,No,Yes,India,28,All-Rounder,RHB,Right Arm Off Spin,Capped,
596,Ravi Bishnoi,LSG,2024,4.0,No,Yes,India,23,Bowler,RHB,Right Arm Leg Spin,Capped,
597,Manimaran Siddharth,LSG,2024,2.4,No,No,India,25,Bowler,RHB,Left Arm Slow Orthodox,Uncapped,0.2
598,David Willey,LSG,2024,2.0,No,No,England,34,All-Rounder,LHB,Left Arm Fast Medium,Capped,2.0
599,Ashton Turner,LSG,2024,1.0,No,No,Australia,31,Batsman,RHB,Right Arm Off Spin,Capped,1.0
600,Krishnappa Gowtham,LSG,2024,0.9,No,Yes,India,35,All-Rounder,RHB,Right Arm Off Spin,Capped,
601,Amit Mishra,LSG,2024,0.5,No,Yes,India,41,Bowler,RHB,Right Arm Leg Spin,Capped,
602,Kyle Mayers,LSG,2024,0.5,No,Yes,West Indies,31,All-Rounder,LHB,Right Arm Medium,Capped,
603,Naveen-ul-Haq,LSG,2024,0.5,No,Yes,Afghanistan,24,Bowler,RHB,Right Arm Fast Medium,Capped,
604,Yash Thakur,LSG,2024,0.45,No,Yes,India,24,Bowler,RHB,Right Arm Fast Medium,Uncapped,
605,Mohsin Khan,LSG,2024,0.2,No,Yes,India,25,Bowler,LHB,Left Arm Fast Medium,Uncapped,
606,Yudhvir Singh,LSG,2024,0.2,No,Yes,India,26,All-Rounder,RHB,Right Arm Fast,Uncapped,
607,Ayush Badoni,LSG,2024,0.2,No,Yes,India,24,All-Rounder,RHB,Right Arm Off Spin,Uncapped,
608,Mayank Yadav,LSG,2024,0.2,No,Yes,India,21,Bowler,RHB,Right Arm Fast Medium,Uncapped,
609,Arshad Khan,LSG,2024,0.2,No,No,India,26,All-Rounder,LHB,Left Arm Fast,Uncapped,0.2
610,Prerak Mankad,LSG,2024,0.2,No,Yes,India,29,All-Rounder,RHB,Right Arm Medium,Uncapped,
611,Arshin Kulkarni,LSG,2024,0.2,No,No,India,19,All-Rounder,RHB,Right Arm Fast Medium,Uncapped,0.2
612,Rashid Khan,GT,2024,15.0,No,Yes,Afghanistan,25,Bowler,RHB,Right Arm Leg Spin,Capped,
613,Spencer Johnson,GT,2024,10.0,No,No,Australia,28,Bowler,LHB,Left Arm Fast Medium,Capped,0.5
614,Rahul Tewatia,GT,2024,9.0,No,Yes,India,30,All-Rounder,LHB,Right Arm Leg Spin,Capped,
615,Shubman Gill,GT,2024,8.0,No,Yes,India,24,Batsman,RHB,-,Capped,
616,Shahrukh Khan,GT,2024,7.4,No,No,India,28,All-Rounder,RHB,Right Arm Off Spin,Uncapped,0.4
617,Mohammed Shami,GT,2024,6.25,No,Yes,India,33,Bowler,RHB,Right Arm Fast,Capped,
618,Umesh Yadav,GT,2024,5.8,No,No,India,36,Bowler,RHB,Right Arm Fast Medium,Capped,2.0
619,Joshua Little,GT,2024,4.4,No,Yes,Ireland,24,Bowler,RHB,Left Arm Fast Medium,Capped,
620,Robin Minz,GT,2024,3.6,No,No,India,21,Wicketkeeper,LHB,-,Uncapped,0.2
621,Sai Kishore,GT,2024,3.0,No,Yes,India,27,Bowler,LHB,Left Arm Slow Orthodox,Capped,
622,David Miller,GT,2024,3.0,No,Yes,South Africa,34,Batsman,LHB,-,Capped,
623,Abhinav Manohar,GT,2024,2.6,No,Yes,India,29,All-Rounder,RHB,Right Arm Leg Spin,Uncapped,
624,Matthew Wade,GT,2024,2.4,No,Yes,Australia,35,Wicketkeeper,LHB,-,Capped,
625,Sushant Mishra,GT,2024,2.2,No,No,India,23,Bowler,LHB,Left Arm Fast,Uncapped,0.2
626,Kane Williamson,GT,2024,2.0,No,Yes,New Zealand,33,Batsman,RHB,-,Capped,
627,Wriddhiman Saha,GT,2024,1.9,No,Yes,India,39,Wicketkeeper,RHB,-,Capped,
628,Jayant Yadav,GT,2024,1.7,No,Yes,India,33,All-Rounder,RHB,Right Arm Off Spin,Capped,
629,Vijay Shankar,GT,2024,1.4,No,Yes,India,32,All-Rounder,RHB,Right Arm Medium,Capped,
630,Kartik Tyagi,GT,2024,0.6,No,No,India,23,Bowler,RHB,Right Arm Fast,Uncapped,0.2
631,Mohit Sharma,GT,2024,0.5,No,Yes,India,35,Bowler,RHB,Right Arm Fast Medium,Capped,
632,Azmatullah Omarzai,GT,2024,0.5,No,No,Afghanistan,24,All-Rounder,RHB,Right Arm Fast Medium,Capped,0.5
633,Noor Ahmad,GT,2024,0.3,No,Yes,Afghanistan,18,Bowler,RHB,Left Arm Slow Unorthodox,Capped,
634,Darshan Nalkande,GT,2024,0.2,No,Yes,India,25,Bowler,RHB,Right Arm Fast Medium,Uncapped,
635,Manav Suthar,GT,2024,0.2,No,No,India,21,Bowler,LHB,Left Arm Slow Orthodox,Uncapped,0.2
636,Sai Sudharsan,GT,2024,0.2,No,Yes,India,22,Batsman,LHB,-,Uncapped,
637,Mitchell Starc,KKR,2024,24.75,No,No,Australia,34,Bowler,LHB,Left Arm Fast,Capped,2.0
638,Andre Russell,KKR,2024,16.0,No,Yes,West Indies,35,All-Rounder,RHB,Right Arm Fast,Capped,
639,Shreyas Iyer,KKR,2024,12.25,No,Yes,India,29,Batsman,RHB,-,Capped,
640,Varun Chakaravarthy,KKR,2024,12.0,No,Yes,India,32,Bowler,RHB,Right Arm Leg Spin,Capped,
641,Nitish Rana,KKR,2024,8.0,No,Yes,India,29,All-Rounder,LHB,Right Arm Off Spin,Capped,
642,Venkatesh Iyer,KKR,2024,8.0,No,Yes,India,29,All-Rounder,LHB,Right Arm Medium,Capped,
643,Sunil Narine,KKR,2024,6.0,No,Yes,West Indies,35,All-Rounder,LHB,Right Arm Off Spin,Capped,
644,Jason Roy,KKR,2024,2.8,No,Yes,England,33,Batsman,RHB,Right Arm Medium,Capped,
645,Mujeeb Ur Rahman,KKR,2024,2.0,No,No,Afghanistan,23,Bowler,RHB,Right Arm Off Spin,Capped,2.0
646,Sherfane Rutherford,KKR,2024,1.5,No,No,West Indies,25,Batsman,LHB,Right Arm Fast Medium,Capped,1.5
647,Gus Atkinson,KKR,2024,1.0,No,No,England,26,Bowler,RHB,Right Arm Fast,Capped,1.0
648,Vaibhav Arora,KKR,2024,0.6,No,Yes,India,26,Bowler,RHB,Right Arm Fast Medium,Uncapped,
649,Rinku Singh,KKR,2024,0.55,No,Yes,India,26,Batsman,LHB,-,Capped,
650,Manish Pandey,KKR,2024,0.5,No,No,India,34,Batsman,RHB,-,Capped,0.5
651,KS Bharat,KKR,2024,0.5,No,No,India,30,Wicketkeeper,RHB,-,Capped,0.5
652,Chetan Sakariya,KKR,2024,0.5,No,No,India,26,Bowler,LHB,Left Arm Medium,Capped,0.5
653,Rahmanullah Gurbaz,KKR,2024,0.5,No,Yes,Afghanistan,22,Wicketkeeper,RHB,-,Capped,
654,Angkrish Raghuvanshi,KKR,2024,0.2,No,No,India,19,Batsman,RHB,Right Arm Off Spin,Uncapped,0.2
655,Harshit Rana,KKR,2024,0.2,No,Yes,India,21,All-Rounder,RHB,Right Arm Fast Medium,Uncapped,
656,Ramandeep Singh,KKR,2024,0.2,No,No,India,26,All-Rounder,RHB,Right Arm Fast Medium,Uncapped,0.2
657,Anukul Roy,KKR,2024,0.2,No,Yes,India,25,All-Rounder,LHB,Left Arm Slow Orthodox,Uncapped,
658,Sakib Hussain,KKR,2024,0.2,No,No,India,19,Bowler,RHB,Right Arm Fast,Uncapped,0.2
659,Suyash Sharma,KKR,2024,0.2,No,Yes,India,20,Bowler,RHB,Right Arm Leg Spin,Uncapped,
660,Sam Curran,PBKS,2024,18.5,No,Yes,England,25,All-Rounder,LHB,Left Arm Fast Medium,Capped,
661,Harshal Patel,PBKS,2024,11.75,No,No,India,33,All-Rounder,RHB,Right Arm Fast Medium,Capped,2.0
662,Liam Livingstone,PBKS,2024,11.5,No,Yes,England,30,All-Rounder,RHB,Right Arm Leg Spin,Capped,
663,Kagiso Rabada,PBKS,2024,9.25,No,Yes,South Africa,28,Bowler,LHB,Right Arm Fast,Capped,
664,Shikhar Dhawan,PBKS,2024,8.25,No,Yes,India,38,Batsman,LHB,-,Capped,
665,Rilee Rossouw,PBKS,2024,8.0,No,No,South Africa,34,Batsman,LHB,-,Capped,2.0
666,Jonny Bairstow,PBKS,2024,6.75,No,Yes,England,34,Wicketkeeper,RHB,-,Capped,
667,Rahul Chahar,PBKS,2024,5.25,No,Yes,India,24,Bowler,RHB,Right Arm Leg Spin,Capped,
668,Chris Woakes,PBKS,2024,4.2,No,No,England,35,All-Rounder,RHB,Right Arm Fast Medium,Capped,2.0
669,Arshdeep Singh,PBKS,2024,4.0,No,Yes,India,24,Bowler,LHB,Left Arm Fast Medium,Capped,
670,Harpreet Brar,PBKS,2024,3.8,No,Yes,India,28,All-Rounder,LHB,Left Arm Slow Orthodox,Uncapped,
671,Nathan Ellis,PBKS,2024,0.75,No,Yes,Australia,29,Bowler,RHB,Right Arm Fast Medium,Capped,
672,Prabhsimran Singh,PBKS,2024,0.6,No,Yes,India,23,Wicketkeeper,RHB,-,Uncapped,
673,Rishi Dhawan,PBKS,2024,0.55,No,Yes,India,33,All-Rounder,RHB,Right Arm Fast Medium,Capped,
674,Sikandar Raza,PBKS,2024,0.5,No,Yes,Zimbabwe,37,All-Rounder,RHB,Right Arm Off Spin,Capped,
675,Harpreet Singh,PBKS,2024,0.4,No,Yes,India,32,Batsman,LHB,-,Uncapped,
676,Atharva Taide,PBKS,2024,0.2,No,Yes,India,23,All-Rounder,LHB,Left Arm Slow Orthodox,Uncapped,
677,Ashutosh Sharma,PBKS,2024,0.2,No,No,India,25,All-Rounder,RHB,Right Arm Medium,Uncapped,0.2
678,Jitesh Sharma,PBKS,2024,0.2,No,Yes,India,30,Wicketkeeper,RHB,-,Capped,
679,Shashank Singh,PBKS,2024,0.2,No,No,India,20,Batsman,RHB,-,Uncapped,0.2
680,Prince Choudhary,PBKS,2024,0.2,No,No,India,24,Bowler,RHB,Right Arm Leg Spin,Uncapped,0.2
681,Shivam Singh,PBKS,2024,0.2,No,Yes,India,27,All-Rounder,RHB,Right Arm Off Spin,Uncapped,
682,Vidwath Kaverappa,PBKS,2024,0.2,No,Yes,India,24,Bowler,RHB,Right Arm Fast Medium,Uncapped,
683,Vishwapratap Singh,PBKS,2024,0.2,No,No,India,25,All-Rounder,RHB,Right Arm Off Spin,Uncapped,0.2
684,Tanay Thyagarajan,PBKS,2024,0.2,No,No,India,28,Bowler,LHB,Left Arm Slow Orthodox,Uncapped,0.2
685,Sanju Samson,RR,2024,14.0,No,Yes,India,29,Wicketkeeper,RHB,-,Capped,
686,Jos Buttler,RR,2024,10.0,No,Yes,England,33,Wicketkeeper,RHB,-,Capped,
687,Prasidh Krishna,RR,2024,10.0,No,Yes,India,27,Bowler,RHB,Right Arm Fast,Capped,
688,Avesh Khan,RR,2024,10.0,No,No,India,27,Bowler,RHB,Right Arm Fast Medium,Capped,0.0
689,Shimron Hetmyer,RR,2024,8.5,No,Yes,West Indies,26,Batsman,LHB,-,Capped,
690,Trent Boult,RR,2024,8.0,No,Yes,New Zealand,34,Bowler,RHB,Left Arm Fast,Capped,
691,Rovman Powell,RR,2024,7.4,No,No,West Indies,30,Batsman,RHB,Right Arm Medium,Capped,1.0
692,Yuzvendra Chahal,RR,2024,6.5,No,Yes,India,33,Bowler,RHB,Right Arm Leg Spin,Capped,
693,Shubham Dubey,RR,2024,5.8,No,No,India,29,Batsman,LHB,-,Uncapped,0.2
694,Ravichandran Ashwin,RR,2024,5.0,No,Yes,India,37,All-Rounder,RHB,Right Arm Off Spin,Capped,
